index,dataset,polarity,truthfulness,fold,txt_path
23,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_12.txt
24,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_13.txt
25,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_14.txt
26,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_15.txt
27,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_16.txt
28,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_17.txt
29,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_18.txt
30,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_19.txt
31,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_2.txt
32,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_20.txt
33,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_3.txt
34,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_4.txt
35,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_5.txt
36,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_6.txt
37,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_7.txt
38,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_8.txt
39,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_james_9.txt
40,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_1.txt
41,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_10.txt
42,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_11.txt
43,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_12.txt
44,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_13.txt
45,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_14.txt
46,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_15.txt
47,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_16.txt
48,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_17.txt
49,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_18.txt
50,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_19.txt
51,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_2.txt
52,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_20.txt
53,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_3.txt
54,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_4.txt
55,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_5.txt
56,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_6.txt
57,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_7.txt
58,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_8.txt
59,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_monaco_9.txt
60,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_1.txt
61,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_10.txt
62,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_11.txt
63,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_12.txt
64,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_13.txt
65,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_14.txt
66,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_15.txt
67,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_16.txt
68,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_17.txt
69,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_18.txt
70,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_19.txt
71,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_2.txt
72,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_20.txt
73,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_3.txt
74,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_4.txt
75,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_5.txt
76,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_6.txt
77,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_7.txt
78,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_8.txt
79,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold1,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold1/d_sofitel_9.txt
80,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_1.txt
81,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_10.txt
82,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_11.txt
83,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_12.txt
84,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_13.txt
85,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_14.txt
86,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_15.txt
87,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_16.txt
88,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_17.txt
89,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_18.txt
90,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_19.txt
91,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_2.txt
92,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_20.txt
93,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_3.txt
94,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_4.txt
95,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_5.txt
96,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_6.txt
97,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_7.txt
98,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_8.txt
99,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_affinia_9.txt
100,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_1.txt
101,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_10.txt
102,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_11.txt
103,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_12.txt
104,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_13.txt
105,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_14.txt
106,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_15.txt
107,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_16.txt
108,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_17.txt
109,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_18.txt
110,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_19.txt
111,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_2.txt
112,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_20.txt
113,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_3.txt
114,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_4.txt
115,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_5.txt
116,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_6.txt
117,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_7.txt
118,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_8.txt
119,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_ambassador_9.txt
120,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_1.txt
121,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_10.txt
122,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_11.txt
123,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_12.txt
124,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_13.txt
125,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_14.txt
126,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_15.txt
127,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_16.txt
128,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_17.txt
129,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_18.txt
130,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_19.txt
131,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_2.txt
132,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_20.txt
133,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_3.txt
134,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_4.txt
135,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_5.txt
136,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_6.txt
137,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_7.txt
138,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_8.txt
139,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_hardrock_9.txt
140,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_1.txt
141,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_10.txt
142,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_11.txt
143,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_12.txt
144,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_13.txt
145,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_14.txt
146,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_15.txt
147,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_16.txt
148,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_17.txt
149,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_18.txt
150,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_19.txt
151,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_2.txt
152,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_20.txt
153,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_3.txt
154,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_4.txt
155,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_5.txt
156,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_6.txt
157,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_7.txt
158,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_8.txt
159,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold2,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold2/d_talbott_9.txt
160,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_1.txt
161,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_10.txt
162,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_11.txt
163,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_12.txt
164,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_13.txt
165,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_14.txt
166,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_15.txt
167,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_16.txt
168,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_17.txt
169,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_18.txt
170,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_19.txt
171,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_2.txt
172,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_20.txt
173,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_3.txt
174,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_4.txt
175,op_spam_v1.4,negative_polarity,deceptive_from_MTurk,fold3,op_spam_v1.4/negative_polarity/deceptive_from_MTurk/fold3/d_conrad_5.txt
